content,title,id
"Nicholas Rayner

Nicholas Courtauld Rayner (3 March 1938 – 21 December 2017) was a British Army officer with the 11th Hussars and later jewellery expert and auctioneer. In 1965 he briefly held the record for the Cresta run. He was head of Sotheby's Geneva office and received international publicity when he sold the Duchess of Windsor's jewellery collection there in 1987. In 2011, ill after a stroke, he was subject to a claim from one of his carers that he had renaged on promises to give her money. The claim was rejected and the woman was ordered to return £1.2m that Rayner had already given her.",Nicholas Rayner,213
"1937 UCI Road World Championships – Men's road race

The men's road race at the 1937 UCI Road World Championships was the 11th edition of the event. The race took place on Monday 23 August 1937 in Copenhagen, Denmark. The race was won by Éloi Meulenberg of Belgium.",1937 UCI Road World Championships – Men s road race,214
"Stillwater Commercial Historic District

The Stillwater Commercial Historic District encompasses 11 downtown blocks in Stillwater, Minnesota, United States. It comprises 63 contributing properties built from the 1860s to 1940. It was listed as a historic district on the National Register of Historic Places in 1992 for its local significance in the themes of architecture and commerce. It was nominated for reflecting the economic and architectural diversity of a prosperous lumbering and manufacturing center.",Stillwater Commercial Historic District,215
"Pelocetus

Pelocetus is an extinct genus of baleen whale, belonging to the family Pelocetidae. Fossils have been found in Miocene-aged marine strata in North America.",Pelocetus,216
"Miss Faroe Islands

Miss Faroe Islands is a national beauty pageant in the Faroe Islands.

The pageant was held for the first time in 2017. Miss Earth Denmark 2015 Turið Elinborgardóttir is a consultant for the pageant. The winner of Miss Faroe Islands is sent to the Miss Universe pageant.",Miss Faroe Islands,217
"1950 Goodwood Trophy

The 1950 Goodwood Trophy was a non-championship Formula One motor race held at Goodwood Circuit on 30 September 1950.",1950 Goodwood Trophy,218
"Morrison Mounds

Morrison Mounds is a historic site located north of Battle Lake, Minnesota, United States. It consists of 22 Indian burial mounds that were built beginning in 800 B.C. There are 20 conical mounds, one flat-topped mound, and one elongated mound near Otter Tail Lake. This site has the oldest radiocarbon date for any mound group in the state of Minnesota. However, its construction is similar to other mound groups in the area which suggests they are all from the same social group that built them over a period of time. Similarities include a central burial pit, logs over the burial pit, and the possibility of partial cremation on-site. The site was listed on the National Register of Historic Places in 1973.",Morrison Mounds,219
"Bytebrand

Bytebrand Outsourcing AG is an international software development, IT operations and IT outsourcing company headquartered in Lviv, Ukraine. The organization was founded in 2011, and has been recognized as one of the most prominent IT Outsourcing entities in the Ukraine.

Bytebrand was founded in 2011 in Glarus, Switzerland. The web and mobile development entity provides IT Outsourcing to Switzerland and other companies throughout Europe. The organization collaborates with 640 development companies in Lviv, Ukraine, making it one of the major Ukrainian IT Outsourcing companies.",Bytebrand,220
"National Institute for the Honour Guard of the Royal Tombs of the Pantheon

The National Institute for the Honour Guard of the Royal Tombs of the Pantheon (Italian: ""Istituto nazionale per la guardia d'onore alle reali tombe del Pantheon"") is an Italian paramilitary company, originally chartered by the House of Savoy and subsequently operating with authorization of the Italian Republic, which mounts guards of honor at the royal tombs of the Roman pantheon. 

The organization was founded in 1878. As of 2014 it had about 4,000 personnel, of whom between 15 to 20 percent were women. Members, uniformed in black berets and cloaks bearing the coat of arms of the Kingdom of Italy, volunteer to assume shifts guarding the tombs of the Savoy dynasty.

Enlistment in the Honour Guard is open to Italian citizens who ""share the aims of the Institute"" and pay an initiation fee of €100, however, a majority of the total membership must be veterans of the Italian Armed Forces.",National Institute for the Honour Guard of the Royal Tombs of the Pantheon,221
"Recompense (film)

Recompense is a 1925 American drama film directed by Harry Beaumont and written by Dorothy Farnum. It is based on the 1924 novel ""Recompense"" by Robert Keable. The film stars Marie Prevost, Monte Blue, John Roche, George Siegmann, Charles Stevens and Virginia Brown Faire. The film was released by Warner Bros. on April 26, 1925.",Recompense  film ,222
"1912–13 Dundee Hibernian F.C. season

The 1912-13 season was the 4th year of football played by Dundee Hibernian, and covers the period from 1 July 1912 to 30 June 1913.

Dundee Hibernian played a total of 23 matches during the 1912–13 season.

All results are written with Dundee Hibernian's score first.
Own goals in italics",1912–13 Dundee Hibernian F C  season,223
"2007 Saint Francis Cougars football team

The 2007 Saint Francis Cougars football team represented the University of Saint Francis, located in Fort Wayne, Indiana, in the 2007 NAIA football season. They were led by head coach Kevin Donley, who served his 10th year as the first and only head coach in the history of Saint Francis football. The Cougars played their home games at Bishop John D'Arcy Stadium and were members of the Mid-States Football Association (MSFA) Mideast League (MEL). The Cougars finished in 2nd place in the MSFA MEL division, but they received an at-large bid to the 2007 postseason NAIA playoffs.

The Saint Francis Cougars have a history of playing championship-quality teams. One of their two losses of the 2007 season was to eventual national champion Carroll (MT) in the semifinal round of the playoffs. This marked the xxth time in the history of Saint Francis football that the team's schedule included a loss to the best team in the nation.

On September 29, 2007, the Saint Francis loss to Ohio Dominican snapped a 54-game regular season winning streak dating back to 2001.",2007 Saint Francis Cougars football team,224
"Jacob Richards (soldier)

Jacob Richards was an Irish soldier of the seventeenth century known for his service with the English Army. In the War of the Two Kings in Ireland he fought for William III agains the Jacobite Irish Army of James II. During the campaign he was Chief Engineer with charge of the Royal Artillery.

He was an Irish Protestant raised partly on his father's estates in County Wexford. His father Solomon Richards had served in the New Model Army under Oliver Cromwell.

In 1689 he oversaw the artillery bombardment during the Siege of Carrickfergus, where he was wounded three times. He was apparently present at the Battle of the Boyne in 1690 and at the decisive Siege of Limerick the next year.

In 1692 following the Treaty of Limerick which ended the Irish War, much of his force was redeployed to Flanders where William was leading an Allied Army against the French. His sons Jacob and Michael both oversaw the Artillery during the Battles of Steenkirk and Landen and went some way to establishing the traditions of the Royal Artillery.

He had three sons, all of whom pursued military careers. The eldest, also called Jacob, served as part of the Tangier Garrison and later with William of Orange in Flanders. He died in 1701. The second son John Richards converted to Catholicism. This led him to serve abroad in the Austrian Army. In 1703 during the War of the Spanish Succession he was commissioned into the Portuguese Army allied to Britain. He was killed at the Siege of Alicante in 1709. The youngest Michael Richards was appointed Chief Engineer of Great Britain in 1711.

His daughter Elizabeth married the English politician James Craggs.",Jacob Richards  soldier ,225
"List of UK Dance Singles Chart number ones of 2018

The UK Dance Singles Chart is a weekly music chart compiled in the United Kingdom by the Official Charts Company (OCC) from sales of songs in the dance music genre (house, drum and bass, dubstep, etc.) in record stores and digital downloads. The chart week runs from Friday to Thursday with the chart-date given as the following Thursday.

This is a list of the songs which were number one on the UK Dance Singles Chart during 2018.",List of UK Dance Singles Chart number ones of 2018,226
"Jeff Meendering

Jeff Meendering is an American NASCAR crew chief. He served as crew chief for Jeff Gordon (No. 24 Hendrick Motorsports) and Bobby Labonte (No. 43 Petty Enterprises) in 2007 and 2008, respectively. He currently works at Stewart-Haas Racing, serving as the crew chief for the No. 00 Ford Mustang driven by Cole Custer in the NASCAR Xfinity Series. They will both return in the 2018 season.",Jeff Meendering,227
"Duncan Thomson

Duncan Thomson (born October 1934) is a former director of the Scottish National Portrait Gallery and an authority on the art of Allan Ramsay.",Duncan Thomson,228
"Edward H. Hammond

Edward H. Hammond (born May 4, 1944) is an American educator and former president of Fort Hays State University. Prior to his position at Fort Hays State, Hammond served in student affairs at various institutions including Seton Hall University and the University of Louisville. Hammond completed just two months shy of 28 years, making him the longest serving president at Fort Hays State and leader in the Kansas Board of Regents schools.

A native of McAllen, Texas but raised in Roeland Park, Kansas, Hammond graduated from Emporia State University in 1966 and completed his master's degree from Emporia State, as well, in 1967. In 1971, Hammond completed his doctor of philosophy from the University of Missouri.

After completing his doctorate from the University of Missouri, Hammond served as Assistant to the Southern Illinois University Carbondale Chancellor from 1970 to 1972 when he was promoted to Assistant Dean of Students. He served that position for a year. Following his stint at Southern Illinois, Hammond became Seton Hall University's student affairs vice president, a position he held from 1973 to 1976. On July 1, 1976, Hammond was named the University of Louisville's first Student Affairs vice president.

As the first student affairs vice president, Hammond was tasked with creating the student affairs division for the university. During his ten years there, Hammond created departments as well as hired staff to oversee already created departments such as Greek Life. Hammond left for Fort Hays State University in March 1987.

On March 1, 1987, Hammond began his nearly 28-year career as president of Fort Hays State University. During his time at Fort Hays State, Hammond created relationships with the Western Kansas community colleges, expanded the university with additions of new buildings, wind turbines and created the university's first online college system for distance education in 1997. Hammond also built a relationship with SIAS International University in China, establishing a bachelor's program there and making Fort Hays State the first university in the United States to be approved by the Chinese Ministry of Education. Hammond also increased the university's enrollment by 9,000 students over the course of 27 years.

On the athletics side, Hammond helped the university athletic programs transition from the National Association of Intercollegiate Athletics to the National Collegiate Athletic Association Division II, completing the move in 1991. Fifteen years later, Hammond also helped move the university from the Rocky Mountain Athletic Conference to the university's current conference, the Mid-America Intercollegiate Athletics Association in 2006. Hammond was also instrumental in creating the softball program in 1999, and both men's and women's soccer in 2011.

Hammond retired from Fort Hays State on June 30, 2014.",Edward H  Hammond,229
"HMS Earnest

Three ships of the British Royal Navy have been named HMS ""Earnest"":",HMS Earnest,230
"1950 Penya Rhin Grand Prix

The 1950 Penya Rhin Grand Prix was a non-championship Formula One motor race held at Pedralbes Circuit on 20 October 1950.",1950 Penya Rhin Grand Prix,231
"The Island (album)

The Island is an album by American pop singer Johnny Mathis that was completed for Columbia Records in 1989 but not released in its entirety by parent corporation Sony Music Entertainment until December 8, 2017, when it was included in the Mathis box set """". The liner notes for the box set indicate that all of the songs for this album were recorded on August 18, 1989.

In his review of the album, Joe Marchese of The Second Disc opined, ""Whether expressing yearning on 'Wanting More' or wistful optimism on 'We Can Try Love Again,' the beautiful music of Brazil inspired some of Johnny’s sweetest vocals of the decade.""


Credits are taken from the liner notes for ""The Voice of Romance: The Columbia Original Album Collection""",The Island  album ,232
"Saint Menas church attack

On December 29, 2017, in Helwan, Cairo, Egypt, a gunman opened fire at the Coptic Orthodox Church of Saint Menas and a nearby shop owned by a Coptic man, killing ten citizens and a police officer and injuring around ten people. He was wounded by police and arrested. Investigators said he had carried out several attacks in the last year.
Later, Amaq News Agency described that terrorist attack was carried out by a person belonging to the Islamic state.",Saint Menas church attack,233
"Jacky Klein

Jacky Klein (born January 1977) is a British art historian, broadcaster, and author. In 2016 she co-presented ""Britain's Lost Masterpieces"" for BBC4 with Bendor Grosvenor. She co-authored a book with her sister, Suzy Klein, entitled ""What is Contemporary Art? A Children's Guide"", commissioned by the Museum of Modern Art, New York, and published in 2012 by Thames & Hudson. It has been translated into seven languages. In 2015 she was announced as the new director of Tate Publishing.",Jacky Klein,234
"Rubén Hernández Sánchez

Rubén Hernández Sánchez (born July 10, 1968) is a Mexican football manager and former player. He was born in Mexico City.",Rubén Hernández Sánchez,235
"Estonia at the Youth Olympics

Estonia has participated at the Youth Olympic Games since the inaugural 2010 Games and every edition after that.",Estonia at the Youth Olympics,236
"Pánuco minnow

The Pánuco minnow (""Tampichthys catostomops"") is a species of cyprinid fish endemic to Mexico.",Pánuco minnow,237
"Cosmic Knot

Cosmic Knot is an American rock band from Grand Rapids, Michigan U.S.. The group was founded in 2015, by Tom Wall and is noted for its positive and uplifting, experimental progressive indie-rock sound that they have termed """"Gypsycore"""".

The band prefers to play in alternate tunings, such as Verdi tuning (A=432 hz) as opposed to the A440 (pitch standard) in the hopes of promoting a healing and overall calming effect on listeners.

In 2016, Cosmic Knot recorded their debut album called ""Inner Space"" at Third Coast Recording Studio, in Grand Haven, Michigan, which is owned and operated by noted audio engineer Bill Chrysler. The album was mastered by Capitol Records engineer Ian Selfchick, and was released in August of 2017. It quickly rose up the ""Relix Jam Band radio charts"" and has stayed there since it was released. Cosmic Knot has been nominated for two 2017 WYCE-FM’s Jammie Awards for their CD ""Inner Space"".

Cosmic Knot were the headlining band at the 2015, 2016 and 2017 ""Wish You Were Here"" festivals in Holton, Michigan.

In 2017, Cosmic Knot won the ""Best Song"" contest at Grand Haven’s ""Walk the Beat"" festival for their song ""Like a Gypsy"".

Cosmic Knot performed at the 2017 Hash Bash in Ann Arbor, Michigan. Tom Wall performed the Star Spangled Banner on guitar, to start the event, and the whole band performed a full set afterwards, performing for over 10,000 people.

On January 5th, 2018, Cosmic Knot won the ""Kalamazoo Fretboard Festival"" Play-in Contest in the electric category, and will also appear at the 13th Annual Fretboard Festival to be held March 2-3, 2018.

Cosmic Knot consists of Tom Wall on vocals and guitar, Hayaman Mana Tzach on drums, keyboards and backup vocals, Zach Gregory on bass guitar, and Rolly Smith on saxophone.

The members of Cosmic Knot have either jammed, shared the stage, or recorded with musicians such as P-Funk All Stars members Muruga Booker and Tony ""Strat"" Thomas, jazz clarinetist Perry Robinson, Joel Cummins from Umphrey's McGee, Misty Love (backup singer for Kid Rock and Sheryl Crow, as well as Ben Harper), and Rock and Roll Hall of Fame inductee Billy Davis.",Cosmic Knot,238
"The Voice of Romance: The Columbia Original Album Collection

The Voice of Romance: The Columbia Original Album Collection is a 68-disc box set by American pop singer Johnny Mathis that was released on December 8, 2017, by Legacy Recordings, a division of Sony Music Entertainment. The packaging noted that it includes 67 albums that have been remastered, several of which were being made available on CD for the first time. Two of those, ""I Love My Lady"" and ""The Island"", were debuting in their entirety for the first time anywhere, and 38 of the bonus tracks included had also previously gone unreleased. 

In his review of the box set for The Second Disc, Joe Marchese asserted, ""What it reveals is that the history of Johnny Mathis is, put simply, the history of American music in the second half of the twentieth century."" In summation he wrote, ""Since Johnny Mathis's recording debut, virtually everything has changed about the sound of music, not to mention the music industry. But Mathis has held steadfast to his core values as an artist, and as a 'singer's singer,' as he’s happily traversed from genre to genre. That consistence of quality and variation of style makes the immersive journey contained in ""The Voice of Romance: The Columbia Original Album Collection"" one well worth taking for any fan or collector of American popular song. Basking in the glow of this nostalgic trip, you just might get misty yourself.""

Recording dates and release information taken from the liner notes.

Recording dates and release information taken from the liner notes.


Credits taken from the liner notes.


Credits taken from the liner notes.


Images courtesy of Rojon Productions & Sony Music Photo Archives:

Chart positions courtesy of Joel Whitburn & Billboard Publications",The Voice of Romance  The Columbia Original Album Collection,239
"Promisedland, Queensland

Promisedland is a locality in the Bundaberg Region, Queensland, Australia.

The Burnett River forms the north-western boundary of the locality. The Ned Churchward Weir (originally called the Walla Weir) was built in 1998 across the river between Promisedland and Bungadoo to provide water for irrigation.",Promisedland  Queensland,240
"Kavita (kabaddi, born 1987)

Kavita born 12 December 1987 is representative for India in the sport of Kabaddi. She was a member of the team that won a gold medal in the 2010 Asian games in Guangzhou.",Kavita  kabaddi  born 1987 ,241
"2017–18 Harvard Crimson women's basketball team

The 2017–18 Harvard Crimson women's basketball team represents Harvard University during the 2017–18 NCAA Division I women's basketball season. The Crimson, led by thirty-sixth year head coach Kathy Delaney-Smith, play their home games at the Lavietes Pavilion and are members of the Ivy League.

They finished the season 21–6, 8–6 in Ivy League play to finish in third place. They lost in the semifinals of the Ivy Women's Tournament to Princeton. They were invited to the WNIT where defeated New Hampshire in the first round before losing to St. John's in the second round.

!colspan=8 style=| Regular season
!colspan=8 style=| Ivy League Tournament

2017–18 NCAA Division I women's basketball rankings",2017–18 Harvard Crimson women s basketball team,242
"Fighting Cocks railway station

Fighting Cocks railway station was a railway station on the original course of the Stockton & Darlington Railway (S&DR) which served the villages of Middleton St George and Low Dinsdale in Darlington, part of the Ceremonial County of Durham, as well the once popular Dinsdale Spa Hotel from 1829.

When the Stockton & Darlington Railway first opened on 10 October 1825, there were no official stations as passenger trains were provided by independent coach operators who purchased a licence to the railway company to enable them to operate on the line. Tickets were therefore sold by local publicans and so it has been claimed that the Fighting Cocks public house, a coaching inn located adjacent to where the railway crossed Rykeneild Street, could be the oldest station booking office in the World. It was not until the success of passenger services on the Liverpool & Manchester Railway persuaded the S&DR to purchase the coach operators and in December 1833 it began to operate its own locomotive-hauled passenger service.

In 1829, the Dinsdale Spa Hotel was opened close to the village of Low Dinsdale which led to an increase in travel to the village using the railway. As a result a permanent station was opened during the 1830s (appearing in timetables by 1838), on the east side of the level crossing, to cater for this traffic. It was originally called 'Middleton and Dinsdale' but was renamed 'Fighting Cocks' in 1866.

In 1863 the S&DR was amalgamated into the North Eastern Railway (NER) who, on 1 July 1887 opened a new line from south of Darlington Bank Top station to Oak Tree Junction, east of Fighting Cocks station, to enable passenger services on the ex-S&DR route to serve Bank Top station. However the opening of this new route meant that Fighting Cocks was bypassed and so a new station was provided at to replace it. Over the course of its life as a passenger station, approximately 30,000 passenger tickets were sold to Fighting Cocks. From this point on Fighting Cocks was only served by goods trains until it was closed completely as an economy measure in 1964.

The line through the station remained as a through line until it was severed as the western end on 21 May 1967 though it was partially retained as a short branch line from Oak Tree Junction until the 1970s.

A public footpath now runs along the alignment of the railway through the sight of the station.",Fighting Cocks railway station,243
"Bucher Bridge

The Bucher Bridge, located off U.S. Route 77 near the town of Rock in Cowley County, Kansas, was listed on the National Register of Historic Places in 1985. It is located about north and west of Rock.

Also known as Eight Mile Creek Bridge, the bridge crosses Eight Mile Creek. It is long and wide. It was completed in 1905 by Walter Sharp of El Dorado and constructed of solid concrete. It is a concrete arch bridge, and is possibly reinforced by steel. It has short limestone wing walls.

It is possibly just the second bridge of this type built by Walter Sharp, who was experimenting. The township did not complete the approaches to the bridge, so people in the area who would use the bridge got together and built the approaches.",Bucher Bridge,244
"Chubsucker minnow

The chubsucker minnow (""Tampichthys erimyzonops"") is a species of cyprinid fish endemic to Mexico.",Chubsucker minnow,245
"Sculpture in Mexico

Sculpture is one of the oldest arts in Mexico. In Prehispanic Mexico, it is present in pyramids, sanctuaries, esplanades and communal objects; examples of this are the Olmec, Mayan, Teotihuacan, Tarascan, Mixtec and Aztec sculptures.

Many of these sculptures have been cataloged as masterpieces and stand out for their monumentality, since many of them are huge and exposed to be seen publicly.

Sculpture after the conquest is divided into two areas: decorative and statuary. Both were made in stone or wood. Plateresque art was essentially sculptural and in the Colony it produced important altarpieces. 

In the cathedral of Mexico, work Claudio Arciniega and Juan Miguel Agüero. It will become the paradigm of colonial architecture. Francisco Becerra will raise the cathedral of Puebla. Francisco Antonio Guerrero y Torres: Chapel of the Pocito, in the Villa de Guadalupe. In Puebla, a very active baroque school appears. Sanctuaries of Ocotlán in Tlaxcala, and of San Francisco de Acatepec, two magnificent examples of the Novohispano Baroque.

In all the colonial cities, fine finishes in the ornamentation and the facades of the churches can be appreciated. Oaxaca and its numerous temples like Soledad and Santo Domingo show the beauty and magnificence of it.

The academies created in Europe from the s17th century were founded on the rational abandoning the purely religious vision that had dominated the previous centuries. In New Spain, this philosophy sparked a reaction against the baroque. Thus, altarpieces that were essentially sculptural were considered overloaded and replaced by architectural manifestations. The central figure of this era in New Spain is the Spaniard Manuel Tolsá.

Romanticism tended to break the norms and strict models of classicism, as it pursued ideas influenced by realism and nationalism. Religious sculpture was reduced to sporadic imagery, while secular sculpture continued in portraits and monumental art of a civic nature.1

Between 1820 and 1880 the predominant themes were, successively: religious images, biblical scenes, allegories to the symbols of the insurgency movement and scenes and characters of pre-Cortesian history, and portraits of the old aristocracy, of the rising bourgeoisie and champions of the pre revolution. The transcendent sphere consisted in introducing civil reasons, the first national types and glimpses of a current of self expression.

Differentiated by its objectives and the emphasis of its theme, three currents emerged: an indigenist, archaic and folkloric; another, neoclassical, civic and historical; and a third, socialist, with ideological propaganda.

During the 20th century, great exponents of Mexican sculpture are Rómulo Rozo, Enrique Gottdiener Soto, Juan Soriano, José Luis Cuevas, Sebastián and Mathias Goeritz.",Sculpture in Mexico,246
"2018 German Figure Skating Championships

The 2018 German Figure Skating Championships () were a competition in the 2017–18 figure skating season. Skaters competed in the disciplines of men's singles, ladies' singles, pair skating, and ice dancing for the title of national champion of Germany. The results of the national championships were among the criteria used to choose the German teams to the 2018 World and European Championships. Skaters competed on the senior, junior, and novice levels.

The 2017–18 senior competition was held in Frankfurt from 14-16 December 2017.",2018 German Figure Skating Championships,247
"Kavita (kabaddi, born 1993)

Kavita born 10 January 1993 is representative for India in the sport of Kabaddi. She was a member of the team that won a gold medal in the 2014 Asian Games in Incheon.",Kavita  kabaddi  born 1993 ,248
"Croixsyde

Croixsyde is a historic house in May Township, Minnesota, United States, near the city of Stillwater. It was built from 1922 to 1927 as one of the first summer homes on the St. Croix River. It was listed on the National Register of Historic Places as the Benjamin B. Sheffield House in 1980 for its local significance in the themes of architecture and entertainment/recreation. It was nominated for being an early example of the area's summer homes and for its fine rustic architecture.",Croixsyde,249
"Tytus Kanik

Tytus Kanik is a Polish darts player who currently plays in Professional Darts Corporation events
Kanik first made our screens in the 2015 PDC World Cup of Darts, pairing up with Mariusz Paul, and they lost to the Irish pairing of William O'Connor and Connie Finnan 5-0, barely averaging 70.

He played in the 2017 PDC World Cup of Darts campaign, teaming up with Polish captain Krzysztof Ratajski where again lost the Republic of Ireland duo consisting of O'Connor and Mick McGowan where Poland lost 5-3. 
Even though Poland lost, Kanik did play his part by hitting 324 in 6 darts.

https://www.mastercaller.com/players/tytus-kanik

https://m.youtube.com/watch?v=7vX7FIM1qi4",Tytus Kanik,250
"2017–18 Columbia Lions women's basketball team

The 2017–18 Columbia Lions women's basketball team represents Columbia University during the 2017–18 NCAA Division I women's basketball season. The Lions, led by second year head coach Megan Griffith, play their home games at Levien Gymnasium and are members of the Ivy League.

They finished the season 13–14, 3–11 in Ivy League play to finish in a tie for seventh place.

!colspan=9 style=| Non-conference regular season
!colspan=9 style=| Ivy League regular season
!colspan=9 style=| Ivy League Women's Tournament",2017–18 Columbia Lions women s basketball team,251
"Goodbye Leonard

Goodbye Leonard (French: Adieu Léonard) is a 1943 French comedy film directed by Pierre Prévert and starring Charles Trenet, Pierre Brasseur and Julien Carette. The future star Simone Signoret had a small role in the film.

The film's sets were designed by the art director Max Douy. It was shoat the Francoeur Studios in Paris. It was distributed by Pathé, one of France's largest film companies.",Goodbye Leonard,252
"Vilhelms

Vilhelms is a Latvian masculine given name. The diminutive form of Vilhelms is Vilis. People bearing the name Vilhelms include:",Vilhelms,253
"List of Official Albums Streaming Chart number ones of 2018

The Official Albums Streaming Chart is a weekly music chart in the United Kingdom which calculates the most popular albums on audio streaming sites.",List of Official Albums Streaming Chart number ones of 2018,254
"Lantern minnow

The lantern minnow (""Tampichthys ipni"") is a species of cyprinid fish endemic to Mexico.",Lantern minnow,255
"Avenell Heights, Queensland

Avenell Heights is a suburb of Bundaberg in the Bundaberg Region, Queensland, Australia.

The North Coast railway line forms the western boundary of the suburb. The suburb is flat land used almost entirely for residential purposes with the exception of the Bundberg Racecourse in the north-west of the suburb.",Avenell Heights  Queensland,256
"Lucia Mee

Lucia Quinney Mee BEM (born c. 1999) is a Northern Irish campaigner for organ donation, having had three liver transplants herself, the first at the age of eight. She took part in the 2016 Transplant Games. She started the Live Loudly Donate Proudly campaign.",Lucia Mee,257
"1995–96 FC Basel season

The 1995–96 Fussball Club Basel 1893 season was their 102nd season since the clubs foundation. Peter Epting was the clubs chairmann for the forth period. FC Basel played their home games in the St. Jakob Stadium. Following their promotion in the 1993–94 season this was their second season back in the highest tier of Swiss football.

Karl Engel was appointed as trainer, following Claude Andrey. The clubs priority aim was to remain in the top flight of Swiss football. The club made some new signings as the season started, these included Ike Shorunmu (Nigerian national team goalkeeper), Gabriel Okolosi, Alex Nyarko and David Orlando.",1995–96 FC Basel season,258
"Guo Gan

Guo Gan (; born November 15, 1968) is an erhu musician from Shenyang, China now based in Paris, France. Gan was recognized as a Knight of the Order of Arts and Letters in 2016.

Gan started to learn the erhu at the age of four, and was taught by his father, Guo Junming. Guo Gan moved to Paris, France in 2000, and obtained a Master's degree in percussion from the National Music School of Fresnes. 

Gan has performed at Carnegie Hall with Lang Lang and with Didier Lockwood at the Jazz à Juan in 2016.

Gan also plays with Mathias Duplessy and the Three Violins of the World with Alicia Régnard, Naranbaatar Purevdorj and Zied Zouari.

Gan was a featured player on the Kung Fu Panda 3 soundtrack.",Guo Gan,259
"Orwell Site (Fergus Falls, Minnesota)

The Orwell Site, designated 21OT7 in the state archaeological inventory, is a historic site located near Fergus Falls, Minnesota, United States. It consists of twelve Middle or Late Woodland period burial mounds, four of which are enclosed by an earthwork. They were built from about A.D. 350-600. They share similarities with the mounds found at Fort Juelson, also in Otter Tail County, with their central burial chamber. The site was listed on the National Register of Historic Places in 1974.",Orwell Site  Fergus Falls  Minnesota ,260
"Blackstripe minnow

The blackstripe minnow (""Tampichthys rasconis"") is a species of cyprinid fish endemic to Mexico.",Blackstripe minnow,261
"2017–18 Penn Quakers women's basketball team

The 2017–18 Penn Quakers women's basketball team represents the University of Pennsylvania during the 2017–18 NCAA Division I women's basketball season. The Quakers, led by ninth year head coach Mike McLaughlin, play their home games at the Palestra and are members of the Ivy League.

The team was picked by the Ivy League in the pre-season to be conference champions. finished the season 22–8, 13–1 to win the Ivy League regular season title and their first ever Ivy League Tournament to earn an automatic trip to the NCAA Women's Tournament, which they had a 21 point lead before losing to Texas A&M in the first round.

!colspan=8 style=| Regular season
!colspan=9 style=| Ivy League Women's Tournament

2017–18 NCAA Division I women's basketball rankings",2017–18 Penn Quakers women s basketball team,262
"BambooHR

BambooHR is an American technology company that provides human resources software as a service. Founded in 2008 by Ben Peterson and Ryan Sanders, the company is based in Lindon, Utah.

BambooHR has an ""anti-workaholic policy"" in which management prohibits employees from working more than 40 hours in a week and fired one employee for violating their policy by working too much.

BambooHR's services include an applicant tracking system and an employee benefits tracker. Juan Martinez and Rob Marvin wrote in ""PC Magazine"" in 2017 that although the website is ""easy to get up and running"", it is more expensive than a large number of its competitors and its website is ""pretty but lacks functionality"".

BambooHR was founded in 2008 by Ben Peterson and Ryan Sanders. Based in Lindon, Utah, the company has a dancing panda mascot. BambooHR had 200 employees in September 2016. In 2016, BambooHR served 5,000 clients that were based in 100 countries. BambooHR customers in 2017 included Shopify, Foursquare, and Reddit.

Most of BambooHR's employees are salaried employees and do not qualify for overtime. BambooHR has an ""anti-workaholic policy"" in which employees are forbidden from laboring over a 40-hour week. Company co-founder Ryan Sanders' rationale was that occupational burnout has a detrimental effect on the health of his employees and negatively affects their families and his company. He started taking this view during his organizational leadership studies as a graduate student at Gonzaga University.

BambooHR started a ""paid paid vacation"" policy in 2015. Employees who have worked at BambooHR for at least six months are eligible for $2,000 in reimbursements for vacation expenses like airline tickets, hotel rooms, and other tourist activities. Joe Fryer profiled BambooHR's vacation policy on the ""Today"" show on September 16, 2016. According to a 2015 article in ""The Wall Street Journal"", BambooHR terminated an employee for violating their workweek policy by working more than 40 hours.

BambooHR provides companies a human capital management software as a service. The service has a dashboard homepage with different sections for employee information, vacation time recordkeeping, and reports. The sections are: ""My Info"", ""Employees"", ""Job Openings"", ""Reports"", and ""Files"". The dashboard also contains an employee's image, contact details, and vacation time remaining. It has areas that show scheduled lessons and business communications. Users can see their coworkers' birthdays and scheduled time off.

BambooHR's software includes an applicant tracking system. The system has a catalogue of job opportunities and data about each opportunity including the hiring manager, how many people have applied, and how long it has been posted. BambooHR's integration allows job openings to be posted at the same time to the company's jobs page and to career sites like Glassdoor.

BambooHR allows companies to record employee benefits. It includes reports that help employees fill out Affordable Care Act compliance forms. In 2017, Juan Martinez and Rob Marvin wrote in ""PC Magazine"" that BambooHR's benefits administration functionalities are inferior to Zenefits'. It also has a performance review feature. It provides an open API to allow combination with other HR software services. In 2017, it started BambooHR Marketplace to allow software developers to market HR apps they have integrated with BambooHR.

Juan Martinez and Rob Marvin wrote in ""PC Magazine"" in 2017 that although the website is ""easy to get up and running"", it is more expensive than a large number of its competitors and its website is ""pretty but lacks functionality"".",BambooHR,263
"Billy Nealon

Billy Nealon (born November 11, 1960) is a former professional tennis player from the United States.

A left-handed player from Rochester, New York, Nealon played collegiate tennis at the University of Southern California, while studying for a degree in business administration. 

Nealon competed in both the men's singles and doubles main draws at the 1980 US Open. In the singles he came up against ninth seed Peter Fleming in the first round and was beaten in four sets. His career was hampered by a knee injury, which required surgery in 1982 and kept him off the tour until 1984. Reaching a ranking of 156 in doubles, he was a doubles quarter-finalist at Geneva in 1984 and finished runner-up in the doubles at the 1985 Thessaloniki Challenger.

He is a member of the Rochester Tennis Hall of Fame and still lives in the area, working as a tennis coach.",Billy Nealon,264
