content,title,id
"Mungret Abbey

Mungret Abbey is a medieval friary and National Monument located in County Limerick, Ireland.

Mungret Abbey is located immediately west of Dooradoyle and northeast of Mungret College, southwest of Limerick city centre, to the south of the Shannon Estuary.

Mungret was an early monastic site, founded before AD 551 by Saint Nessan (Neasán) the Deacon. At one point there may have been as many as 1,500 monks and six churches operating.

John O'Donovan claimed a fourth-century date, predating Saint Patrick.

In 908, Cormac mac Cuilennáin, King of Munster, gifted the abbey three ounces of gold and a satin chasuble.

It was plundered on four occasions in the 9th century by Vikings. High King Domnall Ua Lochlainn destroyed the monastery in 1107.

Mungret claimed episcopal status 1152, but was deemed to be too close to Limerick. 1179 the then king of Munster, Domnall Mór Ua Briain, granted the monastery to Brictius, Bishop of Limerick.

Mungret then became a parish church (built 1251−72), operated by the Augustinian Canons Regular.

Mungret Abbey church was used by the Church of Ireland until 1822. The antiquary Austin Cooper wrote about Mungret in 1781.

The building was extended and the tower, the priest's living quarters, was added during the 15th century.

A bell was found at Loghmore nearby, called the Bell of Mungret.

Located in the west of the group. A nave and chancel church with a square tower at the west.
A small rectangular pre-Norman church with three small windows. It is not later than the 1100. There is a lintelled doorway with inclined jambs leading into the nave, which is the oldest part of the church.

Also called the Monastery Church, it is located in the north of the group. Built around the 12th century, it is rectangular with high gables, a lintelled west doorway and a small round-headed east window.",Mungret Abbey,49
"1908 Idaho football team

The 1908 Idaho football team represented the University of Idaho in the 1908 college football season. Idaho was led by second-year head coach John Middleton, and played as an independent.

Idaho met Utah for the first time, in Salt Lake City on Thanksgiving. The field was covered by of snow and the game was scoreless.",1908 Idaho football team,50
"Kışla

Kışla (literally ""barracks"" in Turkish) may refer to the following places in Turkey:",Kışla,51
"120th Field Artillery Regiment

The 121st Field Artillery Regiment is a field artillery regiment of the Wisconsin Army National Guard. 

The regiment's 1st Battalion, its only active element, is the cannon battalion assigned to the 32nd Infantry Brigade Combat Team.",120th Field Artillery Regiment,52
"2018 Qatar ExxonMobil Open – Singles

Novak Djokovic was the defending champion, but withdrew before the tournament due to an elbow injury.

Gaël Monfils won the title, defeating Andrey Rublev in the final, 6–2, 6–3.",2018 Qatar ExxonMobil Open – Singles,53
"Oleksandr Baranivsky

Oleksandr Petrovych Baranivsky () (born March 28, 1959 in Khoroshiv Raion, Zhytomyr Oblast) is a Ukrainian politician and agronomist. Baranivsky served as Minister of Agrarian Policy (2005–2006). He was also member of Ukrainian parliament (Verkhovna Rada) (2002–2005, 2006–2007).

First Secretary of the Zhytomyr Regional Committee of the Socialist Party (1998–2005).",Oleksandr Baranivsky,54
"2017–18 Brico Cross Trophy

The Brico Cross Trophy 2017–18 is a season long cyclo-cross competition in Belgium.",2017–18 Brico Cross Trophy,55
"2017–18 Departmental One Day Cup

The 2017–18 Departmental One Day Cup was a List A cricket tournament in Pakistan. The competition ran from 28 December 2017 to 14 January 2018. Habib Bank Limited were the defending champions. United Bank Limited won the tournament, beating Water and Power Development Authority by 6 wickets in the final.

The following teams are competing:


 Teams qualified for the finals",2017–18 Departmental One Day Cup,56
"2017–18 Académica da Praia season

The 2017–18 Desportivo da Praia season are in the island division of football (soccer).

Their first round match was to feature Varanda, as that club withdrew, they were replaced with Tira Chapéu, their recent newcomer to the second tier competition, the match has been delayed until January 3. Académica Praia started off the season with a win over Travadores, at round 3 on November 19, the club did the unpredictable, a win away over almighty Sporting Praia with the result 3-2 and contested to be the master of the top three clubs of the south of the island alongside Boavista Praia as well as the country, also it was their next club's win over Sporting away in under seven years. Académica Praia became third as of the third round behind Celtic da Praia and Boavista Praia and ahead of Sporting. Académica made two more wins with a score 0-2, first to the weak Ribeira Grande, then to Benfica and the club was second. Académica recently lost to the powerful Boavista 0-1 and lost a position to third, where they are as of the sixth round with 12 points and has the second most number of goals with ten, second behind Celtic and Sporting Praia. Académica played with their first challenge with Tira Chapéu in their rescheduled match on January 3 and won 4-0, for the first round, Académica officially started first place for the season and first place for the first few rounds, they also won the season's first five matches. On January 10, Académica is first place since the 8th round, they currently hav 27 points and already replaced Celtic as the first place, they are ahead of Boavista and four positions ahead of almighty Sporting. On January 14, Académica recently defeated Cetlic with only 1-0 and now has a five match winning streak. The club also has 30 points, no club will attempt to make a higher record breaking point season as Sporting did last season but to tie as they don't hav enough points to supercede.

Luis Manuel Semedo reaims to he the head of the club. Again Nelito the current chairman of the club succeeding Joel de Castro.

""As of 2016""",2017–18 Académica da Praia season,57
"1978 Crossmaglen Ambush

On 21 December 1978, three British soldiers were shot dead when the Provisional IRA's South Armagh Brigade ambushed an eight-man British Army foot patrol in Crossmaglen, County Armagh.

Since the Troubles began the South Armagh area, especially around Crossmaglen, was one of the most dangerous places for the British security forces, and the IRA's South Armagh brigade carried out numerous ambushes on the British Army and the Royal Ulster Constabulary (RUC). This included the 1975 Drummuckavall ambush and the 1978 downing of a British Army Gazelle helicopter.

When the patrol was near St Patrick's Church, a red Royal Mail-type van fitted with armor plating drove past the patrol and came to a sudden stop. IRA members opened fire from the back of the van with an M60 machine gun and AR-15 rifles. The British soldiers returned fire but did not claim any hits. Christmas shoppers scrambled for cover. Three soldiers at the front of the patrol were fatally wounded. They were taken to Musgrave Park Hospital but were declared dead on arrival. The soldiers killed were Graham Duggan (22), Kevin Johnson (20) and Glen Ling (18).",1978 Crossmaglen Ambush,58
"Church of St Thomas à Becket, Pylle

The Anglican Church of St Thomas à Becket in Pylle, Somerset, England was built in the 15th century. It is a Grade II* listed building.

The tower of the church remains from a 15th century building, however most of the rest of the church was rebuilt in 1868. The building work was for the Portman family of Orchard Portman.

The parish is part of the Fosse Trinity benefice within the Diocese of Bath and Wells.

The stone building has a tiled roof. It consists of a four-bay [nave]] and two-bay chancel with a porch to the south and vestry on the north side. The three-stage tower is supported by diagonal buttresses and has an embattled parapet.

The font inside the church dates from the 11th century. Inside the church is a brass plaque commemorating the men of the village who died in World War I and World War II.",Church of St Thomas à Becket  Pylle,59
"Shuhei Ono

Dr. Shuhei Ono is an associate professor of earth, atmospheric, and planetary sciences at the Massachusetts Institute of Technology. In his research, he measures isotopes of sulfur and other elements to investigate water-rock-microbe interactions, seafloor hydrothermal systems, the deep biosphere, and global sulfur cycles.

Dr. Shuhei Ono earned his B.S. in geology in 1994 and his M.E. in economic geology in 1996 from Waseda University in Tokyo, Japan. He completed his Ph.D. in geochemistry from Pennsylvania State University in 2001. Ono joined the Geophysical Laboratory of Carnegie Institution of Washington to complete his postdoctoral research, and in 2006 received a geobiology fellowship from the Agouron Institute to support his work. In 2007, Ono became a faculty member at MIT.

Ono earned the 2017 Paul Gast Lectureship award from the European Association of Geochemistry, given to mid-career scientists who have made outstanding contributions to geochemistry.

Ono has developed an instrument that uses tunable infrared laser direct absorption spectroscopy to detect the ratio of different isotopes in a sample of methane, which can indicate the methane’s source. The instrument has enabled his group to discover the origins of methane from seafloor hot springs, and to understand the effects of microbial and atmospheric methane cycling on the isotopic composition of methane in a sample.

Ono’s team also measures sulfur isotopes to study how early microbial life impacted atmospheric and ocean chemistry. Specifically, they are looking at Archean rocks in South Africa and Western Australia that are 4 to 2.5 billion years old. They also are using sulfur isotopes to investigate sulfur cycling within mid-ocean ridge hydrothermal vent systems and sulfate reduction in the deep subsurface.

Additionally, Ono collaborates with Massachusetts Institute of Technology Professor of Atmospheric Science Ronald Prinn to explore the natural and environmental sources of nitrous oxide, a powerful greenhouse gas and catalyst that destroys ozone.",Shuhei Ono,60
"Sparenberg

Sparenberg is a surname. Notable people with the surname include:",Sparenberg,61
"Anushay Hossain

Anushay Hossain is a Bangladeshi American opinion columnist and political commentator.

Hossain is granddaughter of Bangladeshi journalist Tofazzal Hossain Manik Miah. She has graduated from University of Virginia. She did her MA in Gender and Development from University of Sussex.

Hossain began her career as an intern in her native country, Bangladesh, at the Bangladesh Rural Advancement Committee (BRAC) where she had worked on microfinance and primary education programs for women and girls. Hossain write about feminism, U.S foreign policy and South Asian nation particularly Bangladesh in her column. Her work has featured in CNN, Forbes, New York Times, The Daily Beast and Huffpost. She is also online managing director of The Daily Ittefaq.

Hossain lives in Washington, DC with her Iranian-American husband and their two young daughters.",Anushay Hossain,62
"Khushalgarh

Khushalgarh is an administrative unit known as “Union Council” of Kohat District in the Khyber Pakhtunkhwa province of Pakistan.

District Kohat has 2 Tehsils i.e. Kohat and Lachi. Each Tehsil comprises certain numbers of Union council. There are 27 union councils in district Kohat.",Khushalgarh,63
"Anthias anthias

Anthias anthias (commonly known as the swallowtail seaperch) is a species of fish in the Serranidae family which can reach a length of about 27 cm. Its binomial name is a tautonym.",Anthias anthias,64
"Prince Charming (1942 film)

Prince Charming (French: Le prince charmant) is a 1942 French comedy film directed by Jean Boyer and starring Lucien Baroux, Renée Faure and Jimmy Gaillard.

The film's sets were designed by the art director Jacques Colombier.",Prince Charming  1942 film ,65
"Melampsora caprearum

Melampsora caprearum is a fungal pathogen which causes galls on willows (""Salix"" species). Also known as a rust fungus, it was first described by Felix von Thümen in 1879.

""M. caprearum"" distorts the blades and veins of willow leaves, causing irregular spots with yellow-orange uredinia (which produce a powdery mass of spores). The rust has been found on eared willow (""S. aurita""), goat willow (""S. caprea""), grey willow (""S. cinerea"") and their hybrids.

Has been recorded from Belgium (photo), Finland, Great Britain (common) and Poland.",Melampsora caprearum,66
"Spaventa

Spaventa is an Italian surname. Notable people with the surname include:",Spaventa,67
"Moldova–Poland relations

Moldova–Poland relations refers to the relationship between Moldova and Poland. The two countries established relations following the independence of Moldova at 1991.

Historically, the Principality of Moldova was a vassal of Kingdom of Poland and later, Polish–Lithuanian Commonwealth. Due to this, a small but active Polish community existed in Moldova. Both were later occupied by Russia and Soviet Union in various times.

Poland has always been a vocal supporter for Moldova's integration and membership to the European Union, which Poland is a member of. Poland has been well-aware with political marginalization of Moldova with the situation of Transnistria and Poland has officially announced it won't recognize Transnistria as a separate nation.",Moldova–Poland relations,68
"The White Album (band)

The White Album is a Danish folk pop band founded in 2011. The 3-member band is made up of Frederik Vedersø (guitar), Claus Arvad (guitar and mandolin) and Jakob Eilsø (guitar). All members originate from Funen in Denmark. Vedersø is also a singer in the Danish indie band The Eclectic Moniker. The band is signed with Warner Music label.

In 2012, The White Band released their debut EP called ""Conquistador"" followed by the studio album ""The Quiet Strum"" in 2014 The album reached number 4 on the official Danish Albums Chart. The follow-up album ""Songs from the Sun"" was released in 2017.",The White Album  band ,69
"Alpine skiing at the 2018 Winter Olympics – Women's slalom

The women's slalom competition of the PyeongChang 2018 Olympics will be held on 14 February 2018 at the Yongpyong Alpine Centre at the Alpensia Sports Park in PyeongChang.

A total of up to 320 alpine skiers qualified across all eleven events. Athletes qualified for this event by having met the A qualification standard, which meant having 140 or less FIS Points and being ranked in the top 500 in the Olympic FIS points list or meeting the B standard, which meant 140 or less FIS points. Countries not meeting the A standard were allowed to enter a maximum of one B standard athlete per gender. The Points list takes into average the best results of athletes per discipline during the qualification period (July 1, 2016 to January 21, 2018). Countries received additional quotas by having athletes ranked in the top 30 of the 2017–18 FIS Alpine Ski World Cup (two per gender maximum, overall across all events). After the distribution of B standard quotas (to nations competing only in the slalom and giant slalom events), the remaining quotas were distributed using the Olympic FIS Points list, with each athlete only counting once for qualification purposes. A country could only enter a maximum of four athletes for the event.

The race will be started at 10:15 (Run 1) and 13:45 (Run 2).",Alpine skiing at the 2018 Winter Olympics – Women s slalom,70
"Schooner barge

A schooner barge is a type of ship; a schooner converted as a barge. Schooner barges originated on the Great Lakes in the 1860's and were in use until World War II, although a few survived into the 1950s.

Even though steamboats were used for time-critical routes such as for passengers and mail, schooners were still economical to use for bulk cargoes such as grain, wood, or iron ore. Steam tugs were introduced on the Great Lakes that could tow one or more barges. Since old schooners were available, they could be adapted to towing service with reduced crews. When winds were favorable, the schooner barge could have one or two sails rigged to save fuel in the steam tug. Eventually schooner-rigged wooden ships were purposely built for use as barges. The concept was later extended to salt-water use, with, for example, the United States Navy converting some schooners for use as barges for coal. 

Because of rough weather and small crews, schooner barges were frequently lost from tows, set adrift during bad weather, or sunk. By the 1920's, schooner barges were no longer in practical use on the Great Lakes since steam and diesel powered ships provided better operating flexibility and safety, with lower crew costs than a tug and barges hauling the same amount of cargo.",Schooner barge,71
"Truth is Beauty

Truth is Beauty, is a sculpture by Marco Cochrane. The sculpture is lit from the inside by more than 3,000 LED lights. It is part of a series of three large-scale steel sculptures of nude women by Cochrane, ""Bliss Dance"" (2010), ""Truth is Beauty"" (2013) and ""R-Evolution"" (2015). It was first exhibited at the 2013 Burning Man, then the Las Vegas Strip, and is now at permanent display at the San Leandro Tech Campus in California.",Truth is Beauty,72
"Stadio Enrico Rocchi

Stadio Enrico Rocchi is a multi-use stadium in Viterbo, Italy. It is currently used mostly for football matches and is the home ground of Viterbese Castrense. The stadium holds 5,460.",Stadio Enrico Rocchi,73
"Bhutan Postal Museum

The Bhutan Postal Museum was opened on 7 November 2015 at the General Post Office building in the capital city Thimphu. The postal museum narrates the story of the evolution of communication, transportation and postal services in Bhutan's history. The story is told through the collection of various anecdotes, artifacts and the rich assortment of stamps Bhutan has produced over the years.

Five galleries trace the development of the Bhutanese postal system, from the earliest mail runners to Bhutan's often unusual and highly collectable stamps:

The Museum is open from Monday- Saturday from 9:00 AM - 5 PM during Summer and 9:00 AM - 4 PM during Winter. It is also open during the Thimphu Drubchoe and Tshechu.
Bhutan Postal Museum has become already popular among international tourists.",Bhutan Postal Museum,74
"Henry Macbeth-Raeburn

Henry Macbeth-Raeburn (born Henry Raeburn Macbeth; 24 September 1860 – 3 December 1947) was a Scottish painter and printmaker. His father was the portrait painter Norman Macbeth and his niece Ann Macbeth. His elder brother Robert Walker Macbeth (1848–1910) was also an artist.

He was named after the Scottish portraitist Henry Raeburn whom his father had known, and in later life he changed his surname in devotion to the celebrated portraitist. It was also an advantage to distinguish himself from the many members of his artistic family. Macbeth-Raeburn exhibited at the Royal Academy in London from 1881 onwards, and was elected ARA in 1922 and full member in 1933. His diploma work, from 1921, was a mezzotint after Raeburn's 1793 portrait of Dr. Nathaniel Spens.

He died on 3 December 1947 in Great Yarmouth.",Henry Macbeth Raeburn,75
"Wellington Carnegie Library

The Wellington Carnegie Library, located at 121 W. Seventh in Wellington, Kansas, is a Carnegie library built in c.1916. It was listed on the National Register of Historic Places in 1987.

It is one of 63 Carnegie libraries built in Kansas during the early 20th century. It is Classical Revival in style.",Wellington Carnegie Library,76
"María Olivia Mönckeberg

María Olivia Mönckeberg Pardo (born 29 May 1944) is a Chilean journalist, essayist, and academic. She received the National Prize for Journalism in 2009.

She is a full professor at the University of Chile and has been the director of its (ICEI) since 2010. Her work has focused on investigative journalism, and she has written several books which caused great impact at the time of their publication.

In 1972 María Olivia Mönckeberg qualified as a journalist at the Catholic University of Chile. A year earlier, in 1971, she had begun professional work at her alma mater's magazine, ""Debate Universitario"".

In September 1973, she joined the magazine ""Ercilla"", where she worked until the beginning of 1977. That year she became one of the founders of ' magazine, where she remained until 1981 as editor of Economy and Society. She then joined the political magazine ', opposed to the military dictatorship, where she was editor-in-chief and deputy director until 1987.

During the 1980s she was the founder of the Women for Life Movement, and in 1984 she received the Louis Lyons Award for Conscience and Integrity in Journalism, granted by the Nieman Foundation of Harvard University.

In 1987 Mönckeberg joined the newspaper """", where she worked until March 1990, when she became editor-in-chief of ""La Nación"", a newspaper where she was in charge of Sunday political interviews from 1994 to 1998. She was also press director of from 1992 to 1994.

At the same time, she held various positions in the ; she was national counselor from 1985 to 1990, member of the National Board, and president of the Freedom of Expression Commission from 1985 to 1988.

She is also a founding member of the Council of the Book and Reading Observatory, formed in July 2012 by the University of Chile and the , and joined the Advisory Board of the Pluralism Studies Fund of the National Commission for Scientific and Technological Research (CONICYT), from 2009 to 2011. 

Mönckeberg is a professor of the University of Chile, and has been director of its Institute of Communication and Image (ICEI) since 2010. She was re-elected for her second term (2014-2018) in June 2014. She holds the chairs of ethics and journalistic treatments and investigative journalism at the School of Journalism. She also coordinates ICEI's Diploma in Investigative Journalism.",María Olivia Mönckeberg,77
"The Army of a Dream

The Army of a Dream is a speculative fiction short story written by Rudyard Kipling, published in the Morning Post in June 1904. It models an alternate way of organizing the military, along lines of responsibility and competence instead of heredity and privilege, as he had seen that the British Military was at that time.

Using indirect exposition, Kipling conveys to the reader that the narrator is experiencing the story as a dream. The story itself involves a military man taking the narrator around and showing off his military unit, the ""Tynesiders"". It is revealed that in their society, military service is voluntary, but almost universal, because only those who have served may vote, along with a number of other incentives. Unlike military forces common through much of history, those of the story are not authoritarian or what one might otherwise call ""militaristic"", but are a sort of citizen militia composed of competent men focused on dealing with any threat to their community and nation.

Rudyard Kipling was, in general, a major influence on one of the 20th century's most influential writers, Robert A. Heinlein. In his seminal work Starship Troopers, Heinlein models a similar society, where one is not a citizen unless one becomes a veteran of government service. While this does not have to be in combat forces but is actually more like being a civil servant, that novel follows characters in the mobile infantry, and is in fact the origin of the mech trope that has pervaded science fiction since. Also foreshadowed is Heinlein's fondness for the competent hero, a character who — though usually bearing normal human flaws — is rugged and self-responsible, able to do most things at least on a fundamental level and functioning with a high level of confidence and self-actualization.",The Army of a Dream,78
"2018 Maharashtra Open – Singles

Roberto Bautista Agut was the defending champion, but lost in the second round to Gilles Simon.

Simon went on to win the title, defeating Kevin Anderson in the final, 7–6, 6–2.

The top four seeds receive a bye into the second round.",2018 Maharashtra Open – Singles,79
"India–Moldova relations

The Indian–Moldovan relations refers to the bilateral relationship between two countries, the Republic of India and the Republic of Moldova. India recognized Moldova at 28 December 1991 and in the following year, both established relations.

Indian embassy to Moldova is accredited from Bucharest, Romania; while Moldova maintains an honorary consulate in New Delhi and a consulate in Mumbai.

Both two countries have taken step to deepen the tie, which is still maintained in a modest level. Both countries have been found supporting each other at many international platforms like the United Nations through reciprocal support mechanism. India-Moldova bilateral trade has been rather modest. During 2012-13 bilateral trade was measured at US$ 9.63 mn (Exports US$ 8.94 mn, Imports US$ 0.69 mn). During 2011-12, bilateral trade reached US$ 8 million (India’s exports were US$ 7.5 mn and imports were US$ 0.5 mn). Recently India has loaned to Moldova in over 5 million rupees to develop its economy.

In 2015, President of India Pranab Mukherjee congratulated Moldova on the National Day of Moldova at August 27.",India–Moldova relations,80
"The King Cobra (2007 film)

The King Cobra () is a 2007 Thai film directed by Rakpan Thanadpojanamart. It is an action-thriller film starring and Prapimporn Karnchanda.

Ying Narinthorn, an officer from special forces, caught Michael, a terrorist, but he could escape. Prof. Keaw supported by Micael's fund invents a disaster laser system that has very high power for destroying. Dr. Woot tries to hinder Keaw’s experiments. Dr. Woot’s actions, however, result in a chemical reaction that gives rise to a mutated snake.",The King Cobra  2007 film ,81
"Ahmed Hasan (cricketer)

Ahmed Hasan (born 5 February 1995) is a Pakistani cricketer. He made his List A debut for National Bank of Pakistan in the 2017–18 Departmental One Day Cup on 28 December 2017.",Ahmed Hasan  cricketer ,82
"Top Model (telenovela)

Top Model is a Brazilian telenovela produced and displayed at the time of 19 hours by Rede Globo, September 18, 1989, to May 4, 1990 in 197 chapters. Substitute ""Que Rei Sou Eu?"" and be succeeded by ""Mico Preto"".",Top Model  telenovela ,83
"Stadio Lino Turina

Stadio Lino Turina is a multi-use stadium in Salò, Italy. It is currently used mostly for football matches and is the home ground of FeralpiSalò. The stadium holds 2,364.",Stadio Lino Turina,84
"Caldwell United States Post Office

The Caldwell United States Post Office, located at 14 N. Main St. in Caldwell, Kansas, was listed on the National Register of Historic Places in 1989. It is Classical Revival in style and was built in 1941.

It includes a tempura mural ""Cowboys Driving Cattle"" by artist Kenneth Evett.

It was listed on the National Register as US Post Office--Caldwell.",Caldwell United States Post Office,85
"Bolero (1942 film)

Bolero (French: Boléro) is a 1942 French comedy film directed by Jean Boyer and starring Arletty, André Luguet and Jacques Dumesnil. It takes its name from the Bolero, a Latin American dance and the composer Maurice Ravel's piece of music inspired by the style of it.

The film's sets were designed by the art director Lucien Aguettand. It was made by Pathé at the company's Francoeur Studios. Future star Simone Signoret had a small, uncredited role in the film.",Bolero  1942 film ,86
"Mesome Hussain

Mesome Hussain (born 2 July 1995) is a Pakistani cricketer. He made his List A debut for Water and Power Development Authority in the 2017–18 Departmental One Day Cup on 28 December 2017.",Mesome Hussain,87
"Elmer S. Rigdon

Elmer S. Rigdon (June 16, 1868-December 13, 1922) was a member of the California State Senate from Cambria, California. He was the key proponent for building the Carmel-San Simeon Highway along the Big Sur coast. He was a member of the California Senate Committee on Roads and Highways and during World War I promoted the military necessity of defending California's coast. He persuaded the legislature to approve the project. In 1919, the legislature approved submission of a bond measure to voters. 

He was the son of Rufus Rigdon and Indiana Scott Rigdon. His parents homesteaded in Cambria during the 1860s. Elmer Rigdon became a rancher and timber harvester. He also owned a brickyard in Cambria and the Bank Mine on San Simeon Creek. He extracted quicksilver from the mine from 1903 to 1906, when he sold his interest. He was elected to the California state assembly in 1914 and to the state senate in 1916.

Dr. John L. D. Roberts, who founded Seaside, California, had a strong interest in building a road along the California central coast. In 1897, he walked the entire stretch of rocky coast from from Monterey to San Luis Obispo in five days and mapped out the course of the future road. He photographed the land and became the first surveyor of the route. In 1915, he presented the results of his survey and photographic work to a joint session of the California legislature. Roberts initially promoted the coastal highway to allow access to a region of spectacular beauty, but failed to obtain funding. Rigdon embraced the necessity of building the road. As a member of the California Senate Committee on Roads and Highways during World War I, he promoted the military necessity of defending California's coast and persuaded the legislature to support the project. The $1.5 million bond issue was approved by voters, but construction was delayed by World War I. Federal funds were appropriated and in 1921 voters approved additional state funds.

Rigdon died in office before the highway was completed. At the dedication of the highway on On June 27, 1937, his wife dedicated a silver fir to her husband's memory. A small park and drinking fountain in a turnout between Vicente Creek Bridge and Big Creek Bridge, north of Lucia. was dedicated as the Elmer Rigdon Memorial Drinking Fountain.",Elmer S  Rigdon,88
"First Capital Realty

First Capital Realty is a Canadian public real estate company, specializing in retail real estate, and based in Toronto, Ontario. It is one of the largest retail landlords in Canada.

First Capital Realty was founded in 1994 as Centrefund Realty through a 1994 IPO. It started with 5 properties, and grew to 70 properties by 2000. In May 2000, Riocan Real Estate Investment Trust briefly entered into discussions into buying First Capital. Gazit Group ended up acquiring the company, which was restructured and renamed First Capital Realty in 2001. Gazit Group (now Gazit-Globe) remains a significant shareholder in First Capital (32% as of March 2017), although both they and First Capital have issued a number of shares to public markets in the intervening time. As of 2003, First Capital had 81 properties, after spinning off its American properties and acquiring 18 properties during the year. In 2011, First Capital Realty bought Hazelton Lanes, a shopping centre in Yorkville, Toronto, for $110 million.

First Capital primarily owns medium-size shopping centres in large urban areas in Canada. As of the end of 2016, First Capital had 160 retail properties, with 25.3 million square feet of space, worth $8.7 billion. Major tenant groups include grocery stores (17.3% of 2016 rent), restaurants (13.9%), pharmacies (9.2%), and banks (8.6%). The top 10 tenants in 2016 were Loblaws, Sobeys, Metro, Walmart, Canadian Tire, TD Canada Trust, RBC, Goodlife Fitness, Dollarama, and CIBC, accounting for 35% of total rent. Major markets served include Toronto (33% of 2016 rent), Montreal (15%), Calgary (12%), Vancouver (11%), Edmonton (10%), and Ottawa (6%).

First Capital has recently been shifting to mixed-use developments, as opposed to purely retail developments.

In September 2017, it was announced that First Capital was considering selling $500 million worth of properties in Ottawa and Toronto in which it has a partial interest.

Unlike many public real estate companies, First Capital Realty is not structured as a real estate investment trust.

This is a list of properties larger than 200,000 square feet, as of December 2017:",First Capital Realty,89
"Brenda and the Big Dudes

Brenda and the Big Dudes is a South African recording group formed in 1983.The group's classic line up included Brenda Fassie (Vocals), Desmond Malotana (Keyboards), Dumisane Ngubeni (Keyboards), Job ""Fats<nowiki>""</nowiki> Mlangeni (Drums), David Mabaso (Bass) and Rufus Klaas (Guitar). The group rose to fame after the release of their debut maxi-single ""Weekend Special"" in 1983. The single became the best selling record in South Africa with sales of over 100,000 copies. The group was initially a backing band for another popular South African duo Blondie & Pappa until a young Brenda Fassie was brought in as a lead singer. The group would also gain international prominence after ""Weekend Special"" was remixed by Van Gibbs in 1986. This Version entered the Hot R&B/Hip-Hop Songs chart where it peaked at number 72 on April 12th 1986 and spent 8 weeks in the chart.",Brenda and the Big Dudes,90
"Level (cigarette)

Level is a Swedish brand of cigarettes, currently owned and manufactured by JTI Sweden, a subsidiary of Japan Tobacco.

Level was launched in 2001 as a budget brand cigarette. Level was the first low priced cigarette introduced in Sweden. At introduction, a pack of Level costed 26 Swedish Krona.

Level has attracted some attention because of its slender profit margins. Of the approximately 30 Swedish Krona that a pack costed in 2005, the merchant charged about $1.65, which is about €5.00 for a normal package.

In 2015, a pack of Level cigarettes costed 50 Swedish Krona for both normal king size cigarettes and 100s cigarettes.

The brand is mainly sold in Sweden, but has been or still is sold in Norway, Denmark, Poland, Ukraine and Russia.


Below are all the current brands of Level cigarettes sold, with the levels of tar, nicotine and carbon monoxide included.",Level  cigarette ,91
"Blue Pool

Blue Pool may refer to:",Blue Pool,92
"Sandige

Sandige () or vadam is a fried snack popular in Karnataka, Andhra Pradesh and Tamil Nadu. It is also served as an accompaniment with meals.

Sandige is prepared by making a gruel of the main ingredient and spiced with asafoetida, chili paste and salt. The gruel is poured on a plastic sheet or a big piece of cloth and dried under the sun for a couple of days. To make aralu sandige and avalakki sandige, the main ingredients are added to the gruel and made into balls and sun-dried. Peni and avalakki sandige are made using chakli molds and extruders.

The sun-dried sandige is stored to use throughout the year. It is deep-fried in hot oil before serving.

Different kinds of sandige are listed below with its main ingredients",Sandige,93
"Nudopella

Nudopella is a subgenus of flies belonging to the family Lesser Dung flies.",Nudopella,94
"List of tallest buildings in Canary Islands

This list orders the highest skyscrapers of the Canary Islands (Spain). At present, the tallest building in the Canary Islands is the complex of the Torres de Santa Cruz, located in the city of Santa Cruz de Tenerife, with 120 meters high are the tallest twin towers in Spain. The third tallest building in the archipelago, is the Yaiza I Tower, 105 meters high and located in Las Palmas de Gran Canaria.

List of skyscrapers with more than 50m. of the Canary Islands, although the total of tall buildings in the two Canarian capitals according to Emporis.com data is: 17 in Santa Cruz de Tenerife and 15 in Las Palmas de Gran Canaria.",List of tallest buildings in Canary Islands,95
"Church of St Thomas, Wells

The Church of St Thomas in Wells, Somerset, England was built in the 1850s. It is a Grade II* listed building.

The church was built during 1856 and 1857. It was extended by Samuel Sanders Teulon in 1864.

The church commemorates the work of Richard Jenkyns the Dean of Wells who had cared for the poor in the east of the city.

In 2017 the refurbishment of the church included the installation of a servery and community room, which will be used for concerts and other events.

The parish is part of the benefice of Wells St Thomas with Horrington within the Diocese of Bath and Wells.

The polychromatic stone building has Doulting stone dressings and a slate roof. It consists of a five-bay nave, chancel, south aisle and a north porch. Beneath the tower and spire are the vestry and organ chamber.

The stained glass is by William Wailes.",Church of St Thomas  Wells,96
"Normie (slang)

Normie is slang for a conventional and mainstream person, an average joe. The term has become perjorative in lolspeak and in relation to internet memes. It is a relatively new term and has been added to dictionaries. An entry discussing dating normies is critical of their not connecting with dark humor and other issues. Author Angela Nagle wrote a book titled ""Kill All Normies: the online culture wars from 4chan and tumblr to Trump and the alt-right"" about culture wars online, the alt-right, and the 2016 U.S. presidential election. The term normie has also been used in psychology and addiction groups to refer to people who do not have problematic issues.",Normie  slang ,97
"Yamakawa Shūhō

Yamakawa Shūhō 山川秀峰 (1898 - 1944) was a Japanese painter active in the Taishō and Shōwa eras, as well as a printmaker of the Shin-hanga movement. He was born in Kyoto with the name Yamakawa Yoshio. His first teacher, Ikegami Shūhō (1874-1944), gave him the name Yamakawa Shūhō. Yamakawa then went on to study with Kiyokata Kaburagi. He also worked as an illustrator in the 1930s. In the late 1920s, he started designing woodblocks prints of beautiful women, many of which were published by Shōzaburō Watanabe. Yamakawa Shūhō died of a cerebral hemorrhage in 1944.

The Art Institute of Chicago and the Honolulu Museum of Art are among the public collections holding paintings by Yamakawa Shūhō.",Yamakawa Shūhō,98
